Name,Roll_No,Batch,Semester,MATH101,PHY101,CHEM101,ENG101,CS101,MATH102,PHY102,EE101,ME101,CS102,MATH201,CS201,CS202,CS203,CS204,MATH202,CS205,CS206,CS207,CS208,MGT101,CS301,CS302,CS303,CS304,CS305,CS306,CS307,CS308,CS309,CS310,CS401,CS402,CS403,CS404,CS405,CS406,CS407,CS408,MGT201
Amit Agarwal,2021046,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.87,75.17,88.33,68.38,77.48,,,,
Amit Agarwal,2021046,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.04,55.32,65.44,54.16
Saanvi Mukherjee,2021047,2021-25,1,65.3,52.8,71.35,74.13,60.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saanvi Mukherjee,2021047,2021-25,2,,,,,,65.61,58.58,62.29,83.95,60.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saanvi Mukherjee,2021047,2021-25,3,,,,,,,,,,,58.15,72.07,62.81,58.13,77.84,,,,,,,,,,,,,,,,,,,,,,,,,
Saanvi Mukherjee,2021047,2021-25,4,,,,,,,,,,,,,,,,85.29,72.63,100.0,84.45,99.2,71.59,,,,,,,,,,,,,,,,,,,
Saanvi Mukherjee,2021047,2021-25,5,,,,,,,,,,,,,,,,,,,,,,71.28,90.7,83.53,73.85,79.32,,,,,,,,,,,,,,
Saanvi Mukherjee,2021047,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,81.35,86.14,100.0,64.65,96.47,,,,,,,,,
Saanvi Mukherjee,2021047,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.58,58.26,69.67,80.78,70.29,,,,
Saanvi Mukherjee,2021047,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.16,92.55,80.14,96.3
Myra Chatterjee,2021048,2021-25,1,79.1,57.26,85.29,87.67,87.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myra Chatterjee,2021048,2021-25,2,,,,,,77.83,95.34,100.0,70.75,91.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myra Chatterjee,2021048,2021-25,3,,,,,,,,,,,61.62,65.91,57.57,55.68,62.78,,,,,,,,,,,,,,,,,,,,,,,,,
Myra Chatterjee,2021048,2021-25,4,,,,,,,,,,,,,,,,42.83,60.49,42.2,60.35,58.32,36.43,,,,,,,,,,,,,,,,,,,
Myra Chatterjee,2021048,2021-25,5,,,,,,,,,,,,,,,,,,,,,,71.78,50.02,55.19,64.46,67.67,,,,,,,,,,,,,,
Myra Chatterjee,2021048,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,60.25,80.45,83.62,76.02,67.08,,,,,,,,,
Myra Chatterjee,2021048,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.57,63.1,62.06,71.89,64.38,,,,
Myra Chatterjee,2021048,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.97,37.47,43.61,49.96
Jiya Banerjee,2021049,2021-25,1,100.0,100.0,98.1,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiya Banerjee,2021049,2021-25,2,,,,,,83.14,67.49,70.17,71.85,69.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiya Banerjee,2021049,2021-25,3,,,,,,,,,,,76.41,77.0,71.58,86.98,90.37,,,,,,,,,,,,,,,,,,,,,,,,,
Jiya Banerjee,2021049,2021-25,4,,,,,,,,,,,,,,,,93.61,76.81,83.55,65.95,73.0,83.82,,,,,,,,,,,,,,,,,,,
Jiya Banerjee,2021049,2021-25,5,,,,,,,,,,,,,,,,,,,,,,79.8,82.02,67.56,79.17,91.64,,,,,,,,,,,,,,
Jiya Banerjee,2021049,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,83.63,79.13,78.7,72.02,85.62,,,,,,,,,
Jiya Banerjee,2021049,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.23,71.05,54.78,87.29,71.53,,,,
Jiya Banerjee,2021049,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99,53.14,67.66,63.23
Sai Roy,2021050,2021-25,1,66.59,92.37,82.87,76.56,81.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sai Roy,2021050,2021-25,2,,,,,,47.44,33.06,29.83,28.13,54.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sai Roy,2021050,2021-25,3,,,,,,,,,,,75.9,55.2,43.49,49.4,72.92,,,,,,,,,,,,,,,,,,,,,,,,,
Sai Roy,2021050,2021-25,4,,,,,,,,,,,,,,,,62.18,69.26,72.68,78.84,82.15,64.06,,,,,,,,,,,,,,,,,,,
Sai Roy,2021050,2021-25,5,,,,,,,,,,,,,,,,,,,,,,45.97,52.71,40.47,40.54,53.55,,,,,,,,,,,,,,
Sai Roy,2021050,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6,61.69,66.97,60.03,78.17,,,,,,,,,
Sai Roy,2021050,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.07,76.23,70.56,79.03,84.69,,,,
Sai Roy,2021050,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.04,38.22,50.33,48.95
Aditi Reddy,2021051,2021-25,1,60.94,53.71,56.46,75.91,72.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditi Reddy,2021051,2021-25,2,,,,,,58.8,58.62,39.02,58.69,65.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditi Reddy,2021051,2021-25,3,,,,,,,,,,,43.99,63.34,55.88,58.68,56.57,,,,,,,,,,,,,,,,,,,,,,,,,
Aditi Reddy,2021051,2021-25,4,,,,,,,,,,,,,,,,62.6,86.33,87.56,73.57,75.43,60.55,,,,,,,,,,,,,,,,,,,
Aditi Reddy,2021051,2021-25,5,,,,,,,,,,,,,,,,,,,,,,83.43,77.09,88.96,74.37,83.36,,,,,,,,,,,,,,
Aditi Reddy,2021051,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,54.47,52.96,56.96,51.01,53.39,,,,,,,,,
Aditi Reddy,2021051,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.02,66.32,99.89,96.21,69.47,,,,
Aditi Reddy,2021051,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.32,82.98,83.29,78.0
Tanvi Jain,2021052,2021-25,1,51.34,49.08,49.93,57.57,51.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanvi Jain,2021052,2021-25,2,,,,,,95.1,74.43,82.62,85.23,84.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanvi Jain,2021052,2021-25,3,,,,,,,,,,,78.57,75.96,58.76,79.83,80.01,,,,,,,,,,,,,,,,,,,,,,,,,
Tanvi Jain,2021052,2021-25,4,,,,,,,,,,,,,,,,58.93,65.38,56.46,69.28,82.19,50.69,,,,,,,,,,,,,,,,,,,
Tanvi Jain,2021052,2021-25,5,,,,,,,,,,,,,,,,,,,,,,52.32,56.5,46.98,63.82,35.9,,,,,,,,,,,,,,
Tanvi Jain,2021052,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,74.34,97.59,100.0,72.73,74.9,,,,,,,,,
Tanvi Jain,2021052,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.02,82.44,83.15,63.7,82.76,,,,
Tanvi Jain,2021052,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.72,74.09,47.09,67.79
Avni Reddy,2021053,2021-25,1,63.02,73.72,69.22,71.52,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avni Reddy,2021053,2021-25,2,,,,,,58.91,54.18,56.78,94.52,77.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avni Reddy,2021053,2021-25,3,,,,,,,,,,,36.51,54.55,55.21,55.22,47.18,,,,,,,,,,,,,,,,,,,,,,,,,
Avni Reddy,2021053,2021-25,4,,,,,,,,,,,,,,,,71.4,68.98,45.93,65.82,59.6,69.87,,,,,,,,,,,,,,,,,,,
Avni Reddy,2021053,2021-25,5,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,
Avni Reddy,2021053,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,99.67,67.79,83.84,69.84,84.66,,,,,,,,,
Avni Reddy,2021053,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.05,53.27,65.98,65.4,43.76,,,,
Avni Reddy,2021053,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.73,58.24,68.65,67.74
Rajesh Mehta,2021054,2021-25,1,100.0,92.62,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajesh Mehta,2021054,2021-25,2,,,,,,27.41,64.92,50.11,37.53,51.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajesh Mehta,2021054,2021-25,3,,,,,,,,,,,30.5,33.74,39.71,20.32,31.32,,,,,,,,,,,,,,,,,,,,,,,,,
Rajesh Mehta,2021054,2021-25,4,,,,,,,,,,,,,,,,58.67,47.17,52.04,46.16,62.63,64.7,,,,,,,,,,,,,,,,,,,
Rajesh Mehta,2021054,2021-25,5,,,,,,,,,,,,,,,,,,,,,,66.86,51.99,63.48,65.98,92.69,,,,,,,,,,,,,,
Rajesh Mehta,2021054,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,67.96,63.29,56.13,70.91,57.04,,,,,,,,,
Rajesh Mehta,2021054,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.31,88.07,86.8,69.58,62.64,,,,
Rajesh Mehta,2021054,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.95,66.32,79.33,62.38
Myra Chauhan,2021055,2021-25,1,69.94,77.84,46.89,63.29,71.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myra Chauhan,2021055,2021-25,2,,,,,,83.08,69.24,94.2,81.65,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myra Chauhan,2021055,2021-25,3,,,,,,,,,,,58.79,54.59,38.58,69.61,73.38,,,,,,,,,,,,,,,,,,,,,,,,,
Myra Chauhan,2021055,2021-25,4,,,,,,,,,,,,,,,,68.4,77.76,79.71,85.76,86.46,72.43,,,,,,,,,,,,,,,,,,,
Myra Chauhan,2021055,2021-25,5,,,,,,,,,,,,,,,,,,,,,,75.8,85.79,78.27,79.12,72.07,,,,,,,,,,,,,,
Myra Chauhan,2021055,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,95.25,82.55,100.0,98.14,86.73,,,,,,,,,
Myra Chauhan,2021055,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.77,67.44,64.78,65.92,79.81,,,,
Myra Chauhan,2021055,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.98,95.49,75.75,90.05
Aditi Chatterjee,2021056,2021-25,1,94.96,88.66,90.62,86.24,89.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditi Chatterjee,2021056,2021-25,2,,,,,,50.39,64.6,73.47,55.36,79.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditi Chatterjee,2021056,2021-25,3,,,,,,,,,,,87.97,71.08,86.21,66.74,86.56,,,,,,,,,,,,,,,,,,,,,,,,,
Aditi Chatterjee,2021056,2021-25,4,,,,,,,,,,,,,,,,78.11,60.82,63.63,78.55,63.09,77.21,,,,,,,,,,,,,,,,,,,
Aditi Chatterjee,2021056,2021-25,5,,,,,,,,,,,,,,,,,,,,,,57.97,37.17,55.02,55.75,42.53,,,,,,,,,,,,,,
Aditi Chatterjee,2021056,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,81.33,73.34,68.64,59.1,82.23,,,,,,,,,
Aditi Chatterjee,2021056,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.48,43.89,53.32,43.51,43.23,,,,
Aditi Chatterjee,2021056,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.33,84.14,85.67,65.62
Aryan Iyer,2021057,2021-25,1,87.48,71.18,78.91,80.96,80.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aryan Iyer,2021057,2021-25,2,,,,,,89.32,85.83,61.89,81.23,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aryan Iyer,2021057,2021-25,3,,,,,,,,,,,86.71,95.92,86.04,78.3,86.25,,,,,,,,,,,,,,,,,,,,,,,,,
Aryan Iyer,2021057,2021-25,4,,,,,,,,,,,,,,,,72.41,68.66,87.81,63.99,87.5,77.17,,,,,,,,,,,,,,,,,,,
Aryan Iyer,2021057,2021-25,5,,,,,,,,,,,,,,,,,,,,,,52.69,28.01,55.27,57.86,43.09,,,,,,,,,,,,,,
Aryan Iyer,2021057,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,91.39,66.8,61.26,86.67,91.48,,,,,,,,,
Aryan Iyer,2021057,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.17,83.47,62.63,65.2,82.36,,,,
Aryan Iyer,2021057,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,86.48,100.0,89.97
Jiya Gupta,2021058,2021-25,1,68.4,80.51,73.51,69.12,69.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiya Gupta,2021058,2021-25,2,,,,,,76.23,45.36,67.69,73.07,59.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiya Gupta,2021058,2021-25,3,,,,,,,,,,,73.75,93.35,91.53,71.14,74.29,,,,,,,,,,,,,,,,,,,,,,,,,
Jiya Gupta,2021058,2021-25,4,,,,,,,,,,,,,,,,64.37,70.84,61.31,57.58,75.12,75.19,,,,,,,,,,,,,,,,,,,
Jiya Gupta,2021058,2021-25,5,,,,,,,,,,,,,,,,,,,,,,66.89,51.62,60.47,66.14,57.6,,,,,,,,,,,,,,
Jiya Gupta,2021058,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,71.66,74.86,74.76,69.36,75.05,,,,,,,,,
Jiya Gupta,2021058,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.86,43.92,44.21,44.36,46.15,,,,
Jiya Gupta,2021058,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.94,70.69,65.16,66.77
Pranav Sinha,2021059,2021-25,1,59.17,54.99,49.73,58.13,64.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pranav Sinha,2021059,2021-25,2,,,,,,73.35,74.8,69.66,78.61,70.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pranav Sinha,2021059,2021-25,3,,,,,,,,,,,60.74,75.0,81.61,80.44,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
Pranav Sinha,2021059,2021-25,4,,,,,,,,,,,,,,,,65.21,74.29,57.48,74.44,66.92,84.4,,,,,,,,,,,,,,,,,,,
Pranav Sinha,2021059,2021-25,5,,,,,,,,,,,,,,,,,,,,,,60.59,55.4,79.15,58.54,80.08,,,,,,,,,,,,,,
Pranav Sinha,2021059,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,87.03,85.9,86.15,62.94,79.42,,,,,,,,,
Pranav Sinha,2021059,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.19,68.63,82.15,99.72,95.15,,,,
Pranav Sinha,2021059,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.58,65.4,52.03,59.83
Arjun Iyer,2021060,2021-25,1,90.7,91.01,90.44,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arjun Iyer,2021060,2021-25,2,,,,,,100.0,100.0,88.12,100.0,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arjun Iyer,2021060,2021-25,3,,,,,,,,,,,62.28,67.36,64.88,67.17,67.86,,,,,,,,,,,,,,,,,,,,,,,,,
Arjun Iyer,2021060,2021-25,4,,,,,,,,,,,,,,,,70.11,50.73,63.98,73.96,56.64,54.6,,,,,,,,,,,,,,,,,,,
Arjun Iyer,2021060,2021-25,5,,,,,,,,,,,,,,,,,,,,,,78.34,68.48,61.23,71.38,55.52,,,,,,,,,,,,,,
Arjun Iyer,2021060,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,84.31,77.14,71.83,71.35,85.57,,,,,,,,,
Arjun Iyer,2021060,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.06,93.02,67.56,82.59,88.12,,,,
Arjun Iyer,2021060,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.99,49.68,59.28,54.48
Aditya Mishra,2022001,2022-26,1,15.22,30.36,41.0,8.95,31.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Mishra,2022001,2022-26,2,,,,,,75.99,58.26,65.94,63.52,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Mishra,2022001,2022-26,3,,,,,,,,,,,83.68,86.61,100.0,60.68,98.77,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Mishra,2022001,2022-26,4,,,,,,,,,,,,,,,,68.56,65.23,61.45,59.99,68.98,50.52,,,,,,,,,,,,,,,,,,,
Aditya Mishra,2022001,2022-26,5,,,,,,,,,,,,,,,,,,,,,,77.1,69.96,76.76,93.83,75.91,,,,,,,,,,,,,,
Aditya Mishra,2022001,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,68.07,82.96,82.23,93.86,73.62,,,,,,,,,
Rohan Mehta,2022002,2022-26,1,81.01,92.99,72.84,87.48,78.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohan Mehta,2022002,2022-26,2,,,,,,69.95,71.56,67.87,71.18,84.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohan Mehta,2022002,2022-26,3,,,,,,,,,,,93.47,80.23,75.89,94.33,93.54,,,,,,,,,,,,,,,,,,,,,,,,,
Rohan Mehta,2022002,2022-26,4,,,,,,,,,,,,,,,,86.05,89.79,75.7,88.17,100.0,87.43,,,,,,,,,,,,,,,,,,,
Rohan Mehta,2022002,2022-26,5,,,,,,,,,,,,,,,,,,,,,,77.7,82.85,68.13,80.46,49.7,,,,,,,,,,,,,,
Rohan Mehta,2022002,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89,79.26,74.97,71.86,82.41,,,,,,,,,
Myra Kumar,2022003,2022-26,1,73.24,65.09,53.4,67.12,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myra Kumar,2022003,2022-26,2,,,,,,51.55,52.34,47.07,69.86,55.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myra Kumar,2022003,2022-26,3,,,,,,,,,,,69.58,57.08,77.99,56.17,74.6,,,,,,,,,,,,,,,,,,,,,,,,,
Myra Kumar,2022003,2022-26,4,,,,,,,,,,,,,,,,69.35,58.59,50.53,62.11,41.01,54.91,,,,,,,,,,,,,,,,,,,
Myra Kumar,2022003,2022-26,5,,,,,,,,,,,,,,,,,,,,,,75.64,85.72,80.32,75.88,56.45,,,,,,,,,,,,,,
Myra Kumar,2022003,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,54.37,56.53,44.3,79.72,70.76,,,,,,,,,
Saanvi Chauhan,2022004,2022-26,1,79.75,76.91,69.51,79.81,81.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saanvi Chauhan,2022004,2022-26,2,,,,,,54.72,49.82,32.3,42.77,47.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saanvi Chauhan,2022004,2022-26,3,,,,,,,,,,,100.0,84.96,100.0,82.84,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
Saanvi Chauhan,2022004,2022-26,4,,,,,,,,,,,,,,,,62.0,76.19,50.06,48.96,57.1,73.32,,,,,,,,,,,,,,,,,,,
Saanvi Chauhan,2022004,2022-26,5,,,,,,,,,,,,,,,,,,,,,,18.89,42.7,52.73,59.21,42.58,,,,,,,,,,,,,,
Saanvi Chauhan,2022004,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,75.37,45.13,59.94,65.73,68.32,,,,,,,,,
Dev Yadav,2022005,2022-26,1,62.7,37.47,55.77,66.89,52.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dev Yadav,2022005,2022-26,2,,,,,,75.35,67.46,72.59,61.26,68.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dev Yadav,2022005,2022-26,3,,,,,,,,,,,80.72,73.29,81.4,86.3,58.65,,,,,,,,,,,,,,,,,,,,,,,,,
Dev Yadav,2022005,2022-26,4,,,,,,,,,,,,,,,,84.02,91.64,99.36,73.67,80.29,84.5,,,,,,,,,,,,,,,,,,,
Dev Yadav,2022005,2022-26,5,,,,,,,,,,,,,,,,,,,,,,75.59,49.68,52.69,60.29,46.22,,,,,,,,,,,,,,
Dev Yadav,2022005,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,67.24,60.74,63.13,58.77,48.92,,,,,,,,,
Lakshmi Gupta,2022006,2022-26,1,92.37,75.01,77.08,81.75,62.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakshmi Gupta,2022006,2022-26,2,,,,,,97.56,100.0,88.21,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakshmi Gupta,2022006,2022-26,3,,,,,,,,,,,80.64,75.81,90.3,79.7,58.62,,,,,,,,,,,,,,,,,,,,,,,,,
Lakshmi Gupta,2022006,2022-26,4,,,,,,,,,,,,,,,,51.38,56.34,52.68,65.43,33.73,54.68,,,,,,,,,,,,,,,,,,,
Lakshmi Gupta,2022006,2022-26,5,,,,,,,,,,,,,,,,,,,,,,50.33,41.79,46.93,34.09,55.52,,,,,,,,,,,,,,
Lakshmi Gupta,2022006,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,91.46,84.33,91.42,78.56,94.18,,,,,,,,,
Saanvi Banerjee,2022007,2022-26,1,100.0,87.45,98.36,81.81,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saanvi Banerjee,2022007,2022-26,2,,,,,,58.06,65.14,73.93,73.75,64.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saanvi Banerjee,2022007,2022-26,3,,,,,,,,,,,78.35,73.89,68.28,86.32,92.39,,,,,,,,,,,,,,,,,,,,,,,,,
Saanvi Banerjee,2022007,2022-26,4,,,,,,,,,,,,,,,,56.62,67.66,59.17,61.35,70.14,43.65,,,,,,,,,,,,,,,,,,,
Saanvi Banerjee,2022007,2022-26,5,,,,,,,,,,,,,,,,,,,,,,90.5,85.66,88.88,89.4,72.46,,,,,,,,,,,,,,
Saanvi Banerjee,2022007,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,92.84,96.85,100.0,82.21,97.16,,,,,,,,,
Ishita Mehta,2022008,2022-26,1,74.45,44.71,64.99,59.96,70.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishita Mehta,2022008,2022-26,2,,,,,,69.97,69.93,75.94,68.08,85.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishita Mehta,2022008,2022-26,3,,,,,,,,,,,35.39,60.71,54.08,48.15,52.09,,,,,,,,,,,,,,,,,,,,,,,,,
Ishita Mehta,2022008,2022-26,4,,,,,,,,,,,,,,,,84.93,74.77,65.58,76.2,67.05,64.7,,,,,,,,,,,,,,,,,,,
Ishita Mehta,2022008,2022-26,5,,,,,,,,,,,,,,,,,,,,,,35.17,48.79,54.27,51.72,48.52,,,,,,,,,,,,,,
Ishita Mehta,2022008,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9,42.64,63.57,45.79,48.29,,,,,,,,,
Divya Kulkarni,2022009,2022-26,1,42.98,57.75,53.15,57.78,53.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divya Kulkarni,2022009,2022-26,2,,,,,,50.14,45.64,66.75,41.48,62.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divya Kulkarni,2022009,2022-26,3,,,,,,,,,,,100.0,79.3,90.52,100.0,77.22,,,,,,,,,,,,,,,,,,,,,,,,,
Divya Kulkarni,2022009,2022-26,4,,,,,,,,,,,,,,,,28.17,54.1,28.14,43.25,51.35,48.83,,,,,,,,,,,,,,,,,,,
Divya Kulkarni,2022009,2022-26,5,,,,,,,,,,,,,,,,,,,,,,78.6,89.17,66.86,69.61,68.66,,,,,,,,,,,,,,
Divya Kulkarni,2022009,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,91.46,86.97,94.29,70.67,99.13,,,,,,,,,
Reyansh Joshi,2022010,2022-26,1,100.0,100.0,76.28,87.6,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reyansh Joshi,2022010,2022-26,2,,,,,,70.32,88.4,94.53,87.77,83.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reyansh Joshi,2022010,2022-26,3,,,,,,,,,,,46.71,67.68,62.98,54.79,51.0,,,,,,,,,,,,,,,,,,,,,,,,,
Reyansh Joshi,2022010,2022-26,4,,,,,,,,,,,,,,,,28.9,58.73,26.81,41.51,49.69,27.06,,,,,,,,,,,,,,,,,,,
Reyansh Joshi,2022010,2022-26,5,,,,,,,,,,,,,,,,,,,,,,82.15,72.9,100.0,56.08,83.36,,,,,,,,,,,,,,
Reyansh Joshi,2022010,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,75.13,71.82,60.08,69.7,48.83,,,,,,,,,
Ishaan Iyer,2022011,2022-26,1,82.03,85.44,89.63,82.72,80.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishaan Iyer,2022011,2022-26,2,,,,,,49.66,68.65,71.15,54.4,57.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishaan Iyer,2022011,2022-26,3,,,,,,,,,,,68.16,63.08,75.84,47.65,52.65,,,,,,,,,,,,,,,,,,,,,,,,,
Ishaan Iyer,2022011,2022-26,4,,,,,,,,,,,,,,,,79.94,71.32,64.74,82.29,80.68,64.31,,,,,,,,,,,,,,,,,,,
Ishaan Iyer,2022011,2022-26,5,,,,,,,,,,,,,,,,,,,,,,100.0,91.67,91.13,95.87,81.71,,,,,,,,,,,,,,
Ishaan Iyer,2022011,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,48.93,79.22,54.84,85.48,67.15,,,,,,,,,
Naina Menon,2022012,2022-26,1,60.55,63.94,81.01,41.95,79.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naina Menon,2022012,2022-26,2,,,,,,63.0,64.32,91.83,65.62,63.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
